"Platform Client ID","Account Name","Created Date","Account Owner","CS Insight: CS Insights Name","CS Insight: Record Type","Feedback directed to"
"CL005697","HexaSystems Inc","2/5/2025","Karoll Cabrera","CSI-0007020","Client Feedback","Customer Success"
"CL002811","Awtana SpA","5/30/2023","Giuliana Fontes","CSI-0007022","Client Feedback","Customer Success"
"CL000016","SaludTools","10/14/2021","Giuliana Fontes","CSI-0007024","Client Feedback","Customer Success"
"CL004947","ADC TECH NETHERLANDS B.V.","2/16/2024","Luis Miguel Alzate Valencia","CSI-0007027","Client Feedback","Customer Success"
"CL005190","Arkano Uruguay","8/14/2024","Karoll Cabrera","CSI-0007029","Client Feedback","Customer Success"
"CL005182","Quiroga Law Office, PLLC","1/26/2024","Laura Del Gordo","CSI-0007031","Client Feedback","Customer Success"
"CL005056","Azkait","2/18/2022","Karoll Cabrera","CSI-0007033","Client Feedback","Product"
"CL004546","Foco en Obra","7/17/2023","Karoll Cabrera","CSI-0007035","Client Feedback","Product"
"CL004726","Truvalia Global Classifieds","11/22/2023","Lucas Arenas","CSI-0007037","Client Feedback","EOR"
"CL000244","Cargo five","10/13/2021","Lucas Arenas","CSI-0007039","Client Feedback","Customer Success"
"CL004742","Icon Management","11/21/2023","Lucas Arenas","CSI-0007041","Client Feedback","EOR"
"CL002030","Xertica Labs","1/16/2022","Jose Pinto","CSI-0007043","Client Feedback","Customer Success"
"CL002420","smartBeemo LLC","9/24/2021","Jose Pinto","CSI-0007044","Client Feedback","Customer Success"
"CL001463","Talently","9/13/2021","Giuliana Fontes","CSI-0007048","Client Feedback","EOR"
"CL001605","Pirani","1/6/2022","Automated Essentials","CSI-0007051","Client Feedback","Customer Success"
"CL003994","Alliance Enterprise","3/31/2022","Karoll Cabrera","CSI-0007053","Client Feedback","Product"
"CL003416","BYONDIT","7/12/2022","Automated Essentials","CSI-0007056","Client Feedback","Customer Success"
"CL001282","ALLWARE","10/24/2021","Automated Essentials","CSI-0007058","Client Feedback","Customer Success"
"CL005004","Ecomsur chile","4/11/2024","Laura Del Gordo","CSI-0007060","Client Feedback","Financial Services"
"CL004849","BrandLive","3/7/2022","Laura Del Gordo","CSI-0007062","Client Feedback","Financial Services"
"CL001756","Nimacloud","1/12/2022","Alejandra Arroyo","CSI-0007064","Client Feedback","Customer Success"
"CL005073","NIMACLOUD SA (Uruguay)","8/6/2024","Alejandra Arroyo","CSI-0007066","Client Feedback","Customer Success"
"CL005275","Condor Technical Services (cts.aero)","9/17/2024","Alejandra Arroyo","CSI-0007068","Client Feedback","Customer Success"
"CL005266","Buentipo Anchor","10/28/2021","Alejandra Arroyo","CSI-0007071","Client Feedback","Customer Success"
"CL003479","CLAXTON LAW GROUP","8/17/2022","Alejandra Arroyo","CSI-0007073","Client Feedback","Customer Success"
"CL004948","Meet My Assistant","3/4/2024","Alejandra Arroyo","CSI-0007075","Client Feedback","Customer Success"
"CL003290","JetSMART Airlines","7/5/2022","Automated Essentials","CSI-0007076","Client Feedback","Customer Success"
"CL003559","Serban Group - Latam","7/21/2022","Automated Essentials","CSI-0007077","Client Feedback","Customer Success"
"CL003559","Serban Group - Latam","7/21/2022","Automated Essentials","CSI-0007078","Client Feedback","Customer Success"
"CL003426","cloudpiles.com","7/29/2022","Automated Essentials","CSI-0007079","Client Feedback","Customer Success"
"CL003576","INGENIUM PSS","9/1/2022","Automated Essentials","CSI-0007080","Client Feedback","Customer Success"
"CL003576","INGENIUM PSS","9/1/2022","Automated Essentials","CSI-0007081","Client Feedback","Customer Success"
"CL003426","cloudpiles.com","7/29/2022","Automated Essentials","CSI-0007082","Client Feedback","Customer Success"
"CL004051","IT Impact, Inc.","12/1/2022","Automated Essentials","CSI-0007083","Client Feedback","Customer Success"
"CL004051","IT Impact, Inc.","12/1/2022","Automated Essentials","CSI-0007084","Client Feedback","Customer Success"
"CL004051","IT Impact, Inc.","12/1/2022","Automated Essentials","CSI-0007085","Client Feedback","Customer Success"
"CL004051","IT Impact, Inc.","12/1/2022","Automated Essentials","CSI-0007086","Client Feedback","Customer Success"
"CL003321","Alus Comercializadora","4/5/2023","Automated Essentials","CSI-0007087","Client Feedback","Customer Success"
"CL004676","OneSeven Tech","10/13/2023","Automated Essentials","CSI-0007088","Client Feedback","Customer Success"
"CL004681","Stock Distribuidora","10/26/2023","Automated Essentials","CSI-0007089","Client Feedback","Customer Success"
"CL000848","TO Brasil","9/24/2021","Automated Essentials","CSI-0007090","Client Feedback","Customer Success"
"CL000980","Porth","11/10/2021","Automated Essentials","CSI-0007091","Client Feedback","Customer Success"
"CL000901","World Telehealth Initiative","1/26/2022","Automated Essentials","CSI-0007092","Client Feedback","Customer Success"
"CL005609","Celeritech","1/28/2022","Automated Essentials","CSI-0007093","Client Feedback","Customer Success"
"CL000959","Inversiones y Asesorias Cloud Solutions Ltda","2/1/2022","Automated Essentials","CSI-0007094","Client Feedback","Customer Success"
"CL004635","Finaktiva SAS","2/28/2022","Automated Essentials","CSI-0007095","Client Feedback","Customer Success"
"CL004635","Finaktiva SAS","2/28/2022","Automated Essentials","CSI-0007096","Client Feedback","Customer Success"
"CL001915","Seabery","2/23/2022","Automated Essentials","CSI-0007097","Client Feedback","Customer Success"
"CL004635","Finaktiva SAS","2/28/2022","Automated Essentials","CSI-0007099","Client Feedback","Customer Success"
"CL003820","DreamShaper","2/17/2022","Automated Essentials","CSI-0007100","Client Feedback","Customer Success"
"CL002571","Allied Worldwide","3/11/2022","Automated Essentials","CSI-0007101","Client Feedback","Customer Success"
"CL002003","Hosteltáctil - El TPV de la hostelería","5/30/2022","Automated Essentials","CSI-0007102","Client Feedback","Customer Success"
"CL005348","Integra IT","3/11/2024","Automated Essentials","CSI-0007103","Client Feedback","Customer Success"
"CL005005","Aura Vitamina","4/16/2024","Automated Essentials","CSI-0007104","Client Feedback","Customer Success"
"CL005092","Around The Clock Logistics Inc","6/5/2024","Automated Essentials","CSI-0007105","Client Feedback","Customer Success"
"CL005092","Around The Clock Logistics Inc","6/5/2024","Automated Essentials","CSI-0007106","Client Feedback","Customer Success"
"CL005220","eternalhealth.com","8/5/2024","Automated Essentials","CSI-0007107","Client Feedback","Customer Success"
"CL005220","eternalhealth.com","8/5/2024","Automated Essentials","CSI-0007108","Client Feedback","Customer Success"
"CL005330","olmix.com","9/26/2024","Automated Essentials","CSI-0007109","Client Feedback","Customer Success"
"CL005330","olmix.com","9/26/2024","Automated Essentials","CSI-0007110","Client Feedback","Customer Success"
"CL005220","eternalhealth.com","8/5/2024","Automated Essentials","CSI-0007111","Client Feedback","Customer Success"
"CL005330","olmix.com","9/26/2024","Automated Essentials","CSI-0007112","Client Feedback","Customer Success"
"CL005359","Sul Lee Law Firm","9/26/2024","Automated Essentials","CSI-0007113","Client Feedback","Customer Success"
"CL005330","olmix.com","9/26/2024","Automated Essentials","CSI-0007114","Client Feedback","Customer Success"
"CL003547","Anida Latam","9/8/2022","Alejandra Arroyo","CSI-0007115","Client Feedback","Customer Success"
"CL003547","Anida Latam","9/8/2022","Alejandra Arroyo","CSI-0007116","Client Feedback","Customer Success"
"CL005472","FENIXIA CONSULTING S.A.C.","2/24/2025","Automated Essentials","CSI-0007117","Client Feedback","Customer Success"
"CL005639","Amplo Kaya","1/20/2025","Automated Essentials","CSI-0007118","Client Feedback","Customer Success"
"CL005475","apidesign.com","1/24/2025","Automated Essentials","CSI-0007119","Client Feedback","Customer Success"
"CL003373","Struoweb","6/7/2022","Automated Essentials","CSI-0007120","Client Feedback","Customer Success"
"CL003637","RegioHelden GmbH","9/28/2022","Automated Essentials","CSI-0007121","Client Feedback","Customer Success"
"CL003637","RegioHelden GmbH","9/28/2022","Automated Essentials","CSI-0007122","Client Feedback","Customer Success"
"CL005115","batuecas.es","5/23/2024","Automated Essentials","CSI-0007123","Client Feedback","Customer Success"
"CL005463","Grupo convierte mas 2 (2 villas)","2/17/2025","Automated Essentials","CSI-0007124","Client Feedback","Customer Success"
"CL004764","DOCTORANYTIME SAS","1/18/2024","Automated Essentials","CSI-0007125","Client Feedback","Customer Success"
"CL000280","PLURIA INTERNATIONAL S.A.","10/14/2021","Joaquin Rocchietti","CSI-0007129","Client Feedback","Customer Success"
"CL005262","escala","10/15/2021","Joaquin Rocchietti","CSI-0007131","Client Feedback","Customer Success"
"CL002770","Scanntech","4/28/2022","Joaquin Rocchietti","CSI-0007133","Client Feedback","Customer Success"
"CL005513","Muck Consultores","6/10/2022","Giuliana Fontes","CSI-0007135","Client Feedback","Pay Outs"
"CL002239","Moventi","3/10/2022","Giuliana Fontes","CSI-0007137","Client Feedback","Customer Success"
"CL002344","Infuy","9/15/2021","Giuliana Fontes","CSI-0007139","Client Feedback","Product"
"CL002875","TECHO Internacional","2/4/2022","Giuliana Fontes","CSI-0007177","Client Feedback","Customer Success"
"CL000403","Holding RappiPay S.A.S.","10/15/2021","Samuel Jimenez","CSI-0007174","Client Feedback","Customer Success"
"CL005768","House Edge LLC","7/28/2025","Alejandra Arroyo","CSI-0007175","Client Feedback","Product"
"CL004553","plexicus.com","8/22/2023","Automated Essentials","CSI-0007179","Client Feedback","Customer Success"
"CL002941","Telemundo Atlanta","5/23/2022","Giuliana Fontes","CSI-0007181","Client Feedback","Customer Success"
"CL002047","Komax S.A.","3/7/2022","Giuliana Fontes","CSI-0007183","Client Feedback","Customer Success"
"CL002420","smartBeemo LLC","9/24/2021","Jose Pinto","CSI-0007185","Client Feedback","Customer Success"
"CL002475","SERVIAP USA LLC","11/10/2022","Jose Pinto","CSI-0007187","Client Feedback","Customer Success"
"CL004908","ManaTech","2/22/2024","Jose Pinto","CSI-0007189","Client Feedback","Customer Success"
"CL004218","Team Cubation","1/6/2022","Jose Pinto","CSI-0007191","Client Feedback","Customer Success"
"CL000165","LA HAUS S.A.S.","10/15/2021","Jose Pinto","CSI-0007193","Client Feedback","EOR"
"CL004862","estudioalfa.com","2/6/2024","Karoll Cabrera","CSI-0007195","Client Feedback","Operations B2B"
"CL005660","buentipo panama","6/9/2025","Alejandra Arroyo","CSI-0007197","Client Feedback","Customer Success"
"CL005822","Pagos Asap","8/18/2025","Karoll Cabrera","CSI-0007199","Client Feedback","Tech"
"CL004498","Wireless DNA","6/7/2023","Karoll Cabrera","CSI-0007201","Client Feedback","Product"
"CL002580","Medismart.live","10/25/2021","Giuliana Fontes","CSI-0007203","Client Feedback","Product"
"CL004863","Makers Solutions S.A.S","1/21/2022","Giuliana Fontes","CSI-0007205","Client Feedback","Product"
"CL004809","Flexza","1/4/2024","Karoll Cabrera","CSI-0007207","Client Feedback","Product"
"CL004895","Coschool","12/7/2023","Automated Essentials","CSI-0007209","Client Feedback","Product"
"CL004533","Selia","2/23/2022","Giuliana Fontes","CSI-0007211","Client Feedback","Product"
"CL005611","Finerio","10/19/2021","Giuliana Fontes","CSI-0007213","Client Feedback","Customer Success"
"CL005385","Auronix","3/31/2022","Laura Del Gordo","CSI-0007214","Client Feedback","Operations B2C"
"CL005393","hyperproof.io","12/30/2024","Karoll Cabrera","CSI-0007216","Client Feedback","Product"
"CL005309","EF VENTURE","10/31/2024","Automated Essentials","CSI-0007218","Client Feedback","Customer Success"
"CL005360","Cuatroi","3/1/2022","Giuliana Fontes","CSI-0007220","Client Feedback","Customer Success"
"CL003461","Glosol","8/30/2022","Joaquin Rocchietti","CSI-0007222","Client Feedback","Customer Success"
"CL003723","VADIUN LLC","7/4/2023","Joaquin Rocchietti","CSI-0007224","Client Feedback","Customer Success"
"CL005710","La Cocina Que Suena","4/17/2025","Joaquin Rocchietti","CSI-0007226","Client Feedback","Customer Success"
"CL005362","Simplest Guru","8/29/2024","Alejandra Arroyo","CSI-0007228","Client Feedback","Customer Success"
"CL005802","matrices.ai","7/30/2025","Automated Essentials","CSI-0007229","Client Feedback","Product"
"CL005843","Consultoria y Tecnologia RIS","12/16/2024","Karoll Cabrera","CSI-0007230","Client Feedback","Customer Success"
"CL005790","dovmarketing.com","7/2/2025","Giuliana Fontes","CSI-0007231","Client Feedback","Compliance"
"CL005757","brivesoluciones.com","6/9/2025","Automated Essentials","CSI-0007232","Client Feedback","Finance"
"CL005838","Excuela","5/25/2022","Alejandra Arroyo","CSI-0007233","Client Feedback","Sales"
"CL005799","Frice Consulting SPA","3/31/2025","Automated Essentials","CSI-0007234","Client Feedback","Pay Ins"
"CL005729","Swiset","2/7/2025","Automated Essentials","CSI-0007278","Client Feedback","Product"
"CL005764","inpsercom.com","7/14/2025","Alejandra Arroyo","CSI-0007235","Client Feedback","Product"
"CL005738","Leal","9/8/2021","Giuliana Fontes","CSI-0007236","Client Feedback","Product"
"CL003559","Serban Group - Latam","7/21/2022","Automated Essentials","CSI-0007237","Client Feedback","Customer Success"
"CL003547","Anida Latam","9/8/2022","Alejandra Arroyo","CSI-0007238","Client Feedback","Customer Success"
"CL003547","Anida Latam","9/8/2022","Alejandra Arroyo","CSI-0007239","Client Feedback","Customer Success"
"CL005472","FENIXIA CONSULTING S.A.C.","2/24/2025","Automated Essentials","CSI-0007240","Client Feedback","Customer Success"
"CL005562","Fineco","4/29/2025","Automated Essentials","CSI-0007241","Client Feedback","Customer Success"
"CL005639","Amplo Kaya","1/20/2025","Automated Essentials","CSI-0007242","Client Feedback","Customer Success"
"CL005330","olmix.com","9/26/2024","Automated Essentials","CSI-0007243","Client Feedback","Customer Success"
"CL004905","SoyMacondo","2/21/2024","Automated Essentials","CSI-0007244","Client Feedback","Customer Success"
"CL005348","Integra IT","3/11/2024","Automated Essentials","CSI-0007245","Client Feedback","Customer Success"
"CL005055","Seidor Colombia","2/8/2022","Automated Essentials","CSI-0007246","Client Feedback","Customer Success"
"CL004635","Finaktiva SAS","2/28/2022","Automated Essentials","CSI-0007247","Client Feedback","Customer Success"
"CL004827","grupoaxo.com","1/22/2024","Automated Essentials","CSI-0007248","Client Feedback","Customer Success"
"CL004484","faast.cl","7/22/2023","Automated Essentials","CSI-0007249","Client Feedback","Customer Success"
"CL003321","Alus Comercializadora","4/5/2023","Automated Essentials","CSI-0007250","Client Feedback","Customer Success"
"CL003321","Alus Comercializadora","4/5/2023","Automated Essentials","CSI-0007251","Client Feedback","Customer Success"
"CL003321","Alus Comercializadora","4/5/2023","Automated Essentials","CSI-0007253","Client Feedback","Customer Success"
"CL003321","Alus Comercializadora","4/5/2023","Automated Essentials","CSI-0007254","Client Feedback","Customer Success"
"CL003290","JetSMART Airlines","7/5/2022","Automated Essentials","CSI-0007256","Client Feedback","Customer Success"
"CL003559","Serban Group - Latam","7/21/2022","Automated Essentials","CSI-0007257","Client Feedback","Customer Success"
"CL002920","Alternativas Inteligentes S.A.","6/1/2022","Automated Essentials","CSI-0007258","Client Feedback","Customer Success"
"CL003820","DreamShaper","2/17/2022","Automated Essentials","CSI-0007259","Client Feedback","Customer Success"
"CL000146","Satrack In de Colombia Servisat","10/14/2021","Automated Essentials","CSI-0007260","Client Feedback","Customer Success"
"CL005675","Immarketing","6/17/2025","Automated Essentials","CSI-0007261","Client Feedback","Customer Success"
"CL005601","PersonalSoft Colombia","12/11/2023","Lucas Arenas","CSI-0007269","Client Feedback","Pay Ins"
"CL005765","CAARRY SOLUCIONES S.A.","7/16/2025","Alejandra Arroyo","CSI-0007271","Client Feedback","Product"
"CL005749","staff4half.com","4/8/2025","Automated Essentials","CSI-0007272","Client Feedback","Product"
"CL005647","Remoters.me","3/19/2024","Samuel Jimenez","CSI-0007274","Client Feedback","Customer Success"
"CL005735","Tangering (Edgen, Inc.)","7/15/2025","Alejandra Arroyo","CSI-0007282","Client Feedback","Product"
"CL005607","Happy Paws Veterinary","3/5/2025","Lucas Arenas","CSI-0007286","Client Feedback","Product"
"CL005820","Kirafin.ai","8/22/2025","Giuliana Fontes","CSI-0007287","Client Feedback","Sales"
"CL005787","Servicios Computacionales Novacomp S.A.","11/6/2024","Joaquin Rocchietti","CSI-0007288","Client Feedback","Customer Success"
"CL005846","Somerville YMCA","8/26/2025","Automated Essentials","CSI-0007289","Client Feedback","Compliance"
"CL003559","Serban Group - Latam","7/21/2022","Automated Essentials","CSI-0007292","Client Feedback","Product"
"CL004749","EKPA Education LLC","1/3/2024","Samuel Jimenez","CSI-0007293","Client Feedback","Compliance"
"CL004578","Mekan Holding","8/21/2023","Karoll Cabrera","CSI-0007296","Client Feedback","Finance"
"CL004498","Wireless DNA","6/7/2023","Karoll Cabrera","CSI-0007298","Client Feedback","Product"
"CL005710","La Cocina Que Suena","4/17/2025","Joaquin Rocchietti","CSI-0007300","Client Feedback","Financial Services"
"CL004749","EKPA Education LLC","1/3/2024","Samuel Jimenez","CSI-0007302","Client Feedback","Compliance"
"CL004039","Yalutec","10/14/2021","Samuel Jimenez","CSI-0007304","Client Feedback","Customer Success"
"CL005647","Remoters.me","3/19/2024","Samuel Jimenez","CSI-0007306","Client Feedback","Customer Success"
"CL000405","Influur","10/15/2021","Samuel Jimenez","CSI-0007308","Client Feedback","Customer Success"
"CL000403","Holding RappiPay S.A.S.","10/15/2021","Samuel Jimenez","CSI-0007310","Client Feedback","Customer Success"
"CL005137","Devsu","11/18/2021","Samuel Jimenez","CSI-0007312","Client Feedback","Customer Success"
"CL004813","creai.mx","1/9/2024","Laura Del Gordo","CSI-0007314","Client Feedback","Customer Success"
"CL005388","Creai Panama","12/23/2024","Laura Del Gordo","CSI-0007316","Client Feedback","Customer Success"
"CL000620","Axenya","10/13/2021","Samuel Jimenez","CSI-0007318","Client Feedback","Customer Success"
"CL002546","Storicard","11/3/2021","Alejandra Arroyo","CSI-0007320","Client Feedback","Pay Ins"
"CL005623","DRAFTEA TECHNOLOGIES","7/29/2025","Alejandra Arroyo","CSI-0007323","Client Feedback","Customer Success"
"CL000704","Netactica","9/28/2021","Alejandra Arroyo","CSI-0007325","Client Feedback","Customer Success"
"CL004581","Femmto","7/27/2023","Alejandra Arroyo","CSI-0007327","Client Feedback","Customer Success"
"CL001756","Nimacloud","1/12/2022","Alejandra Arroyo","CSI-0007330","Client Feedback","Finance"
"CL005409","Ein-Sof-Star LLC","1/15/2025","Alejandra Arroyo","CSI-0007332","Client Feedback","Customer Success"
"CL005490","SEEED","5/13/2022","Alejandra Arroyo","CSI-0007334","Client Feedback","Tech"
"CL003733","Tecnología en Cuentas por Cobrar","10/7/2022","Karoll Cabrera","CSI-0007337","Client Feedback","Product"
"CL003321","Alus Comercializadora","4/5/2023","Automated Essentials","CSI-0007339","Client Feedback","Product"
"CL000857","AdmazingCo","9/14/2021","Alejandra Arroyo","CSI-0007341","Client Feedback","Financial Services"
"CL003110","Get Staffed Up","6/21/2022","Samuel Jimenez","CSI-0007344","Client Feedback","Customer Success"
"CL003801","iVisa.com","8/1/2022","Alejandra Arroyo","CSI-0007345","Client Feedback","Tech"
"CL005255","FILADD USA LLC","9/25/2024","Alejandra Arroyo","CSI-0007347","Client Feedback","Customer Success"
"CL004973","Virtual Assistance Latin America LLC","2/16/2022","Alejandra Arroyo","CSI-0007349","Client Feedback","Financial Services"
"CL005109","CodersLab","12/20/2023","Samuel Jimenez","CSI-0007351","Client Feedback","Customer Success"
"CL005190","Arkano Uruguay","8/14/2024","Karoll Cabrera","CSI-0007354","Client Feedback","Product"
"CL005351","KYKUYO","11/29/2024","Giuliana Fontes","CSI-0007356","Client Feedback","Product"
"CL005252","XPANTION","1/28/2022","Automated Essentials","CSI-0007358","Client Feedback","Product"
"CL000744","Hunty","10/22/2021","Giuliana Fontes","CSI-0007360","Client Feedback","Product"
"CL004940","Western NY Exteriors","3/11/2024","Alejandra Arroyo","CSI-0007382","Client Feedback","Customer Success"
"CL004821","Vasquez de Lara Law Group","11/15/2023","Alejandra Arroyo","CSI-0007384","Client Feedback","Product"
"CL000620","Axenya","10/13/2021","Samuel Jimenez","CSI-0007385","Client Feedback","Legal"
"CL005137","Devsu","11/18/2021","Samuel Jimenez","CSI-0007387","Client Feedback","Customer Success"
"CL005330","olmix.com","9/26/2024","Automated Essentials","CSI-0007389","Client Feedback","Customer Success"
"CL002530","asap developers","2/23/2022","Alejandra Arroyo","CSI-0007391","Client Feedback","Customer Success"
"CL000002","Rappi","10/14/2021","Samuel Jimenez","CSI-0007393","Client Feedback","Legal"
"CL005502","landmerchantsusa.com","3/18/2025","Giuliana Fontes","CSI-0007395","Client Feedback","Product"
"CL005251","barilife.com","8/29/2024","Automated Essentials","CSI-0007397","Client Feedback","Product"
"CL005823","NUBIRAL COL S.A.S.","8/1/2025","Samuel Jimenez","CSI-0007399","Client Feedback","Customer Success"
"CL005067","Nubiral Mexico","5/22/2024","Samuel Jimenez","CSI-0007401","Client Feedback","Customer Success"
"CL004544","Baufest","12/29/2021","Alejandra Arroyo","CSI-0007403","Client Feedback","Product"
"CL004004","Bitflex","12/30/2022","Joaquin Rocchietti","CSI-0007405","Client Feedback","Pay Outs"
"CL005508","EC ONLINE INNOVATION BUSINESS EXPERTS DE MEXICO","3/26/2025","Samuel Jimenez","CSI-0007407","Client Feedback","Customer Success"
"CL003041","ONIBEX","2/2/2022","Samuel Jimenez","CSI-0007409","Client Feedback","Customer Success"
"CL005301","Yango","1/17/2023","Luis Miguel Alzate Valencia","CSI-0007411","Client Feedback","Product"
"CL001108","TRD Retail Development Corp","4/21/2022","Joaquin Rocchietti","CSI-0007413","Client Feedback","Customer Success"
"CL004420","Nudos SAS","12/22/2023","Joaquin Rocchietti","CSI-0007415","Client Feedback","Customer Success"
"CL002930","Hyperlocology","5/20/2022","Joaquin Rocchietti","CSI-0007417","Client Feedback","Customer Success"
"CL004938","Clara - New","1/18/2024","Joaquin Rocchietti","CSI-0007419","Client Feedback","Customer Success"
"CL005414","wild.","10/20/2022","Joaquin Rocchietti","CSI-0007421","Client Feedback","Customer Success"
"CL005037","RDIT","8/4/2022","Karoll Cabrera","CSI-0007423","Client Feedback","Product"
"CL005473","LoVirtual LLC","3/13/2025","Jose Pinto","CSI-0007424","Client Feedback","Product"
"CL004567","Taxi Laser LLC","8/29/2023","Jose Pinto","CSI-0007425","Client Feedback","Product"
"CL005368","ManyRequests","12/5/2024","Automated Essentials","CSI-0007427","Client Feedback","Customer Success"
